Country,Year,AverageTemperature
Italy,1916,13.011750000000001
Italy,1917,12.292916666666665
Italy,1918,12.399833333333333
Italy,1919,12.169583333333334
Italy,1920,13.341416666666667
Italy,1921,13.044916666666666
Italy,1922,12.585916666666668
Italy,1923,13.003
Italy,1924,12.761249999999999
Italy,1925,12.570083333333331
Italy,1926,13.156500000000001
Italy,1927,13.439333333333332
Italy,1928,13.221166666666667
Italy,1929,12.424166666666666
Italy,1930,13.224166666666667
Italy,1931,12.718416666666664
Italy,1932,12.669416666666665
Italy,1933,12.39925
Italy,1934,13.323416666666667
Italy,1935,12.827583333333331
Italy,1936,12.973500000000001
Italy,1937,13.184916666666666
Italy,1938,12.69375
Italy,1939,12.696083333333334
Italy,1940,11.888416666666666
Italy,1941,12.045666666666667
Italy,1942,12.798083333333333
Italy,1943,13.693916666666667
Italy,1944,12.550083333333333
Italy,1945,13.35225
Italy,1946,13.3225
Italy,1947,13.600916666666668
Italy,1948,13.203916666666666
Italy,1949,13.354666666666667
Italy,1950,13.712583333333335
Italy,1951,13.344499999999998
Italy,1952,13.261249999999999
Italy,1953,13.041333333333332
Italy,1954,12.447916666666666
Italy,1955,13.030916666666668
Italy,1956,12.060833333333333
Italy,1957,13.048250000000001
Italy,1958,13.152000000000001
Italy,1959,13.089416666666667
Italy,1960,13.072833333333334
Italy,1961,13.570583333333333
Italy,1962,12.658000000000001
Italy,1963,12.604583333333332
Italy,1964,12.991333333333332
Italy,1965,12.455583333333331
Italy,1966,13.040583333333332
Italy,1967,13.13725
Italy,1968,12.84525
Italy,1969,12.629583333333334
Italy,1970,12.840583333333333
Italy,1971,12.788916666666665
Italy,1972,12.716833333333334
Italy,1973,12.798499999999999
Italy,1974,12.807583333333334
Italy,1975,12.937166666666668
Italy,1976,12.503166666666667
Italy,1977,13.03875
Italy,1978,12.373666666666667
Italy,1979,12.898166666666667
Italy,1980,12.239583333333334
Italy,1981,12.77675
Italy,1982,13.439916666666667
Italy,1983,13.188333333333333
Italy,1984,12.486333333333333
Italy,1985,13.058333333333332
Italy,1986,13.132833333333332
Italy,1987,13.176499999999999
Italy,1988,13.507666666666667
Italy,1989,13.329166666666667
Italy,1990,13.716916666666668
Italy,1991,12.853499999999999
Italy,1992,13.58175
Italy,1993,13.409666666666666
Italy,1994,14.284833333333333
Italy,1995,13.234083333333333
Italy,1996,13.007
Italy,1997,13.838833333333334
Italy,1998,13.662333333333335
Italy,1999,13.763
Italy,2000,14.1255
Italy,2001,13.95425
Italy,2002,13.934
Italy,2003,14.296916666666666
Italy,2004,13.559833333333332
Italy,2005,13.028583333333332
Italy,2006,13.787333333333335
Italy,2007,14.073333333333332
Italy,2008,13.88125
Italy,2009,14.052916666666667
Italy,2010,13.324916666666667
Italy,2011,14.173166666666667
Italy,2012,14.079
Italy,2013,15.213666666666667
Lebanon,1808,13.802
Lebanon,1809,16.312583333333333
Lebanon,1810,16.370166666666666
Lebanon,1811,16.397166666666667
Lebanon,1812,16.340999999999998
Lebanon,1813,16.8795
Lebanon,1814,16.96891666666667
Lebanon,1815,16.67625
Lebanon,1816,16.24716666666667
Lebanon,1817,16.43583333333333
Lebanon,1818,17.272166666666667
Lebanon,1819,16.794999999999998
Lebanon,1820,16.946333333333335
Lebanon,1821,17.038333333333334
Lebanon,1822,16.885166666666667
Lebanon,1823,17.253916666666665
Lebanon,1824,18.064833333333333
Lebanon,1825,17.336666666666666
Lebanon,1826,17.2575
Lebanon,1827,18.169333333333334
Lebanon,1828,17.331500000000002
Lebanon,1829,17.307083333333335
Lebanon,1830,17.618083333333335
Lebanon,1831,16.93275
Lebanon,1832,16.2865
Lebanon,1833,17.18825
Lebanon,1834,17.042416666666668
Lebanon,1835,16.607
Lebanon,1836,17.04191666666667
Lebanon,1837,16.72475
Lebanon,1838,16.51475
Lebanon,1839,16.79125
Lebanon,1840,16.81025
Lebanon,1841,17.318
Lebanon,1842,17.273583333333335
Lebanon,1843,17.232083333333332
Lebanon,1844,17.055916666666665
Lebanon,1845,17.295333333333335
Lebanon,1846,17.93925
Lebanon,1847,17.499666666666666
Lebanon,1848,17.41775
Lebanon,1849,17.411083333333334
Lebanon,1850,16.835583333333332
Lebanon,1851,17.777083333333334
Lebanon,1852,17.498333333333335
Lebanon,1853,18.051583333333333
Lebanon,1854,17.04775
Lebanon,1855,17.516333333333332
Lebanon,1856,17.009666666666668
Lebanon,1857,16.639916666666668
Lebanon,1858,17.290333333333333
Lebanon,1859,17.47641666666667
Lebanon,1860,17.878
Lebanon,1861,16.348333333333333
Lebanon,1862,16.3265
Lebanon,1863,16.857583333333334
Lebanon,1864,17.516833333333334
Lebanon,1865,17.86
Lebanon,1866,17.700833333333332
Lebanon,1867,17.657833333333333
Lebanon,1868,17.2545
Lebanon,1869,17.878083333333333
Lebanon,1870,17.632416666666668
Lebanon,1871,16.976333333333333
Lebanon,1872,17.735
Lebanon,1873,18.02175
Lebanon,1874,17.217000000000002
Lebanon,1875,16.38525
Lebanon,1876,17.7605
Lebanon,1877,18.10275
Lebanon,1878,18.034333333333333
Lebanon,1879,18.307333333333332
Lebanon,1880,16.955083333333334
Lebanon,1881,17.594083333333334
Lebanon,1882,16.901500000000002
Lebanon,1883,17.451249999999998
Lebanon,1884,16.962833333333332
Lebanon,1885,17.84416666666667
Lebanon,1886,17.24533333333333
Lebanon,1887,17.780416666666667
Lebanon,1888,17.638333333333335
Lebanon,1889,17.853333333333335
Lebanon,1890,17.627916666666668
Lebanon,1891,17.588416666666667
Lebanon,1892,17.84125
Lebanon,1893,17.221
Lebanon,1894,16.864333333333335
Lebanon,1895,17.281499999999998
Lebanon,1896,17.316
Lebanon,1897,16.814083333333333
Lebanon,1898,17.317916666666665
Lebanon,1899,17.515416666666667
Lebanon,1900,17.877166666666668
Lebanon,1901,18.388083333333334
Lebanon,1902,17.93225
Lebanon,1903,17.24533333333333
Lebanon,1904,17.206333333333333
Lebanon,1905,17.170666666666666
Lebanon,1906,17.393416666666667
Lebanon,1907,16.784000000000002
Lebanon,1908,16.9475
Lebanon,1909,17.973166666666668
Lebanon,1910,17.121333333333336
Lebanon,1911,16.59975
Lebanon,1912,17.387083333333333
Lebanon,1913,16.918499999999998
Lebanon,1914,17.06566666666667
Lebanon,1915,17.75175
Lebanon,1916,18.03
Lebanon,1917,17.896166666666666
Lebanon,1918,17.42175
Lebanon,1919,17.776083333333332
Lebanon,1920,16.829666666666665
Lebanon,1921,17.0085
Lebanon,1922,17.9305
Lebanon,1923,18.019000000000002
Lebanon,1924,17.832
Lebanon,1925,17.743166666666667
Lebanon,1926,17.84175
Lebanon,1927,18.08416666666667
Lebanon,1928,18.174583333333334
Lebanon,1929,17.713
Lebanon,1930,18.3045
Lebanon,1931,17.949333333333332
Lebanon,1932,17.800416666666667
Lebanon,1933,17.239166666666666
Lebanon,1934,17.920833333333334
Lebanon,1935,18.38083333333333
Lebanon,1936,18.14108333333333
Lebanon,1937,18.416333333333334
Lebanon,1938,17.572083333333335
Lebanon,1939,18.167666666666666
Lebanon,1940,18.054166666666667
Lebanon,1941,18.272666666666666
Lebanon,1942,17.89075
Lebanon,1943,17.542416666666668
Lebanon,1944,17.786666666666665
Lebanon,1945,17.446250000000003
Lebanon,1946,18.026750000000003
Lebanon,1947,18.761916666666668
Lebanon,1948,17.294083333333333
Lebanon,1949,17.01975
Lebanon,1950,17.695249999999998
Lebanon,1951,18.16625
Lebanon,1952,18.303250000000002
Lebanon,1953,17.18175
Lebanon,1954,18.148333333333333
Lebanon,1955,18.70925
Lebanon,1956,17.690833333333334
Lebanon,1957,17.873250000000002
Lebanon,1958,18.248500000000003
Lebanon,1959,17.253
Lebanon,1960,18.837333333333333
Lebanon,1961,17.763250000000003
Lebanon,1962,18.862750000000002
Lebanon,1963,18.511916666666668
Lebanon,1964,17.334166666666665
Lebanon,1965,17.90066666666667
Lebanon,1966,18.645166666666665
Lebanon,1967,17.020333333333333
Lebanon,1968,18.078583333333334
Lebanon,1969,18.273
Lebanon,1970,18.262583333333335
Lebanon,1971,17.71375
Lebanon,1972,17.343833333333333
Lebanon,1973,17.79525
Lebanon,1974,17.779416666666666
Lebanon,1975,17.690416666666668
Lebanon,1976,17.479000000000003
Lebanon,1977,17.937
Lebanon,1978,18.253833333333336
Lebanon,1979,18.60891666666667
Lebanon,1980,17.884583333333335
Lebanon,1981,18.14775
Lebanon,1982,17.324749999999998
Lebanon,1983,17.316083333333335
Lebanon,1984,17.773333333333333
Lebanon,1985,18.255333333333333
Lebanon,1986,18.111916666666666
Lebanon,1987,17.912
Lebanon,1988,17.97025
Lebanon,1989,18.106583333333333
Lebanon,1990,18.184583333333332
Lebanon,1991,18.114833333333333
Lebanon,1992,16.92125
Lebanon,1993,17.92625
Lebanon,1994,18.66425
Lebanon,1995,18.104833333333335
Lebanon,1996,18.50016666666667
Lebanon,1997,17.731583333333333
Lebanon,1998,19.00166666666667
Lebanon,1999,18.9815
Lebanon,2000,18.377333333333336
Lebanon,2001,19.06275
Lebanon,2002,18.677083333333332
Lebanon,2003,18.554
Lebanon,2004,18.47425
Lebanon,2005,18.39275
Lebanon,2006,18.314333333333334
Lebanon,2007,18.755166666666664
Lebanon,2008,18.957166666666666
Lebanon,2009,18.85225
Lebanon,2010,20.268833333333333
Lebanon,2011,18.261666666666667
Lebanon,2012,18.989083333333337
Lebanon,2013,20.042444444444445
Madagascar,1787,22.567083333333333
Madagascar,1788,22.431083333333333
Madagascar,1789,22.530833333333334
Madagascar,1790,22.341333333333335
Madagascar,1791,22.77591666666667
Madagascar,1792,22.13716666666667
Madagascar,1793,21.911
Madagascar,1794,21.911
Madagascar,1795,21.911
Madagascar,1796,21.911
Madagascar,1797,21.911
Madagascar,1798,21.911
Madagascar,1799,21.911
Madagascar,1800,21.911
Madagascar,1801,21.911
Madagascar,1802,21.911
Madagascar,1803,22.06775
Madagascar,1804,22.790666666666667
Madagascar,1805,22.855
Madagascar,1806,22.855
Madagascar,1807,22.855
Madagascar,1808,22.855
Madagascar,1809,22.855
Madagascar,1810,22.855
Madagascar,1811,22.855
Madagascar,1812,22.855
Madagascar,1813,22.855
Madagascar,1814,22.855
Madagascar,1815,22.855
Madagascar,1816,22.855
Madagascar,1817,22.855
Madagascar,1818,22.855
Madagascar,1819,22.855
Madagascar,1820,22.855
Madagascar,1821,22.855
Madagascar,1822,22.855
Madagascar,1823,22.855
Madagascar,1824,22.855
Madagascar,1825,22.855
Madagascar,1826,22.855
Madagascar,1827,22.855
Madagascar,1828,22.855
Madagascar,1829,22.855
Madagascar,1830,22.855
Madagascar,1831,22.855
Madagascar,1832,22.855
Madagascar,1833,22.855
Madagascar,1834,22.855
Madagascar,1835,22.855
Madagascar,1836,22.855
Madagascar,1837,22.855
Madagascar,1838,22.855
Madagascar,1839,22.855
Madagascar,1840,22.855
Madagascar,1841,22.855
Madagascar,1842,22.855
Madagascar,1843,22.855
Madagascar,1844,22.855
Madagascar,1845,22.855
Madagascar,1846,22.855
Madagascar,1847,22.855
Madagascar,1848,22.855
Madagascar,1849,22.855
Madagascar,1850,21.936000000000003
Madagascar,1851,23.26
Madagascar,1852,23.26
Madagascar,1853,22.167416666666668
Madagascar,1854,22.299083333333332
Madagascar,1855,22.14491666666667
Madagascar,1856,21.983416666666667
Madagascar,1857,21.82941666666667
Madagascar,1858,22.23466666666667
Madagascar,1859,22.37375
Madagascar,1860,22.363500000000002
Madagascar,1861,22.258583333333334
Madagascar,1862,24.604000000000003
Madagascar,1863,24.604000000000003
Madagascar,1864,22.121083333333335
Madagascar,1865,23.752
Madagascar,1866,23.752
Madagascar,1867,23.752
Madagascar,1868,23.752
Madagascar,1869,23.752
Madagascar,1870,23.752
Madagascar,1871,23.752
Madagascar,1872,23.752
Madagascar,1873,23.752
Madagascar,1874,23.752
Madagascar,1875,22.091916666666666
Madagascar,1876,22.121499999999997
Madagascar,1877,22.64425
Madagascar,1878,22.869250000000005
Madagascar,1879,24.548999999999996
Madagascar,1880,22.30666666666667
Madagascar,1881,24.50966666666667
Madagascar,1882,24.533
Madagascar,1883,24.533
Madagascar,1884,24.533
Madagascar,1885,24.533
Madagascar,1886,24.533
Madagascar,1887,24.533
Madagascar,1888,24.533
Madagascar,1889,22.634916666666665
Madagascar,1890,21.761416666666666
Madagascar,1891,21.998166666666666
Madagascar,1892,22.30541666666667
Madagascar,1893,21.9165
Madagascar,1894,22.369833333333332
Madagascar,1895,22.453000000000003
Madagascar,1896,22.517500000000002
Madagascar,1897,22.670749999999998
Madagascar,1898,22.60675
Madagascar,1899,22.266666666666666
Madagascar,1900,22.915583333333334
Madagascar,1901,22.688916666666668
Madagascar,1902,22.801666666666666
Madagascar,1903,22.573916666666666
Madagascar,1904,22.07825
Madagascar,1905,22.64916666666667
Madagascar,1906,22.476249999999997
Madagascar,1907,22.28825
Madagascar,1908,22.682583333333337
Madagascar,1909,22.603583333333333
Madagascar,1910,22.155083333333334
Madagascar,1911,22.173416666666668
Madagascar,1912,22.812416666666667
Madagascar,1913,22.525833333333335
Madagascar,1914,22.729083333333335
Madagascar,1915,22.720166666666668
Madagascar,1916,22.354083333333335
Madagascar,1917,22.180833333333336
Madagascar,1918,22.297083333333333
Madagascar,1919,22.62925
Madagascar,1920,22.297250000000002
Madagascar,1921,22.325
Madagascar,1922,22.283416666666668
Madagascar,1923,22.676583333333337
Madagascar,1924,22.378249999999998
Madagascar,1925,22.70358333333333
Madagascar,1926,23.061083333333332
Madagascar,1927,22.422749999999997
Madagascar,1928,22.68375
Madagascar,1929,22.61375
Madagascar,1930,22.257666666666665
Madagascar,1931,22.930750000000003
Madagascar,1932,22.596999999999998
Madagascar,1933,22.610833333333332
Madagascar,1934,22.64675
Madagascar,1935,22.49683333333333
Madagascar,1936,22.876
Madagascar,1937,22.868416666666665
Madagascar,1938,22.730666666666668
Madagascar,1939,22.780583333333336
Madagascar,1940,22.993333333333336
Madagascar,1941,23.034333333333333
Madagascar,1942,22.68466666666667
Madagascar,1943,22.36883333333333
Madagascar,1944,22.75208333333333
Madagascar,1945,22.725833333333338
Madagascar,1946,22.791749999999997
Madagascar,1947,22.740666666666666
Madagascar,1948,22.915583333333334
Madagascar,1949,22.988583333333334
Madagascar,1950,22.50666666666667
Madagascar,1951,22.672749999999997
Madagascar,1952,22.823916666666666
Madagascar,1953,22.816666666666666
Madagascar,1954,22.92075
Madagascar,1955,22.698666666666668
Madagascar,1956,22.612416666666665
Madagascar,1957,22.837
Madagascar,1958,22.90575
Madagascar,1959,22.765416666666667
Madagascar,1960,22.689333333333334
Madagascar,1961,23.433666666666667
Madagascar,1962,22.82525
Madagascar,1963,22.545333333333332
Madagascar,1964,22.488333333333333
Madagascar,1965,22.343416666666666
Madagascar,1966,22.918916666666664
Madagascar,1967,23.15291666666667
Madagascar,1968,22.485500000000002
Madagascar,1969,23.40041666666667
Madagascar,1970,23.126
Madagascar,1971,22.583250000000003
Madagascar,1972,22.834750000000003
Madagascar,1973,22.919916666666666
Madagascar,1974,22.56866666666667
Madagascar,1975,22.577749999999998
Madagascar,1976,22.862416666666665
Madagascar,1977,23.185666666666666
Madagascar,1978,23.171499999999998
Madagascar,1979,22.990083333333335
Madagascar,1980,23.018666666666665
Madagascar,1981,22.933916666666665
Madagascar,1982,23.001083333333337
Madagascar,1983,23.262333333333334
Madagascar,1984,22.674583333333334
Madagascar,1985,22.879833333333334
Madagascar,1986,22.786083333333334
Madagascar,1987,23.367083333333337
Madagascar,1988,23.254916666666663
Madagascar,1989,22.933083333333332
Madagascar,1990,23.124166666666667
Madagascar,1991,23.327
Madagascar,1992,23.341333333333335
Madagascar,1993,23.455833333333334
Madagascar,1994,23.444583333333338
Madagascar,1995,23.47975
Madagascar,1996,23.26291666666667
Madagascar,1997,23.452916666666667
Madagascar,1998,23.753416666666666
Madagascar,1999,23.41925
Madagascar,2000,23.320333333333334
Madagascar,2001,23.586916666666667
Madagascar,2002,23.617500000000003
Madagascar,2003,23.49525
Madagascar,2004,23.453000000000003
Madagascar,2005,23.62183333333333
Madagascar,2006,23.66116666666667
Madagascar,2007,23.64975
Madagascar,2008,23.332250000000002
Madagascar,2009,23.618666666666666
Madagascar,2010,23.846166666666665
Madagascar,2011,23.776833333333332
Madagascar,2012,23.325333333333333
Madagascar,2013,22.675555555555555
Mauritius,1787,23.252333333333336
Mauritius,1788,22.979249999999997
Mauritius,1789,23.187
Mauritius,1790,23.06341666666667
Mauritius,1791,23.57558333333333
Mauritius,1792,23.12325
Mauritius,1793,21.485
Mauritius,1794,21.485
Mauritius,1795,21.485
Mauritius,1796,21.485
Mauritius,1797,21.485
Mauritius,1798,21.485
Mauritius,1799,21.485
Mauritius,1800,21.485
Mauritius,1801,21.485
Mauritius,1802,21.485
Mauritius,1803,22.0475
Mauritius,1804,23.520583333333335
Mauritius,1805,21.703000000000007
Mauritius,1806,21.703000000000007
Mauritius,1807,21.703000000000007
Mauritius,1808,21.703000000000007
Mauritius,1809,21.703000000000007
Mauritius,1810,21.703000000000007
Mauritius,1811,21.703000000000007
Mauritius,1812,21.703000000000007
Mauritius,1813,21.703000000000007
Mauritius,1814,21.703000000000007
Mauritius,1815,21.703000000000007
Mauritius,1816,21.703000000000007
Mauritius,1817,21.703000000000007
Mauritius,1818,21.703000000000007
Mauritius,1819,21.703000000000007
Mauritius,1820,21.703000000000007
Mauritius,1821,21.703000000000007
Mauritius,1822,21.703000000000007
Mauritius,1823,21.703000000000007
Mauritius,1824,21.703000000000007
Mauritius,1825,21.703000000000007
Mauritius,1826,21.703000000000007
Mauritius,1827,21.703000000000007
Mauritius,1828,21.703000000000007
Mauritius,1829,21.703000000000007
Mauritius,1830,21.703000000000007
Mauritius,1831,21.703000000000007
Mauritius,1832,21.703000000000007
Mauritius,1833,21.703000000000007
Mauritius,1834,21.703000000000007
Mauritius,1835,21.703000000000007
Mauritius,1836,21.703000000000007
Mauritius,1837,21.703000000000007
Mauritius,1838,21.703000000000007
Mauritius,1839,21.703000000000007
Mauritius,1840,21.703000000000007
Mauritius,1841,21.703000000000007
Mauritius,1842,21.703000000000007
Mauritius,1843,21.703000000000007
Mauritius,1844,21.703000000000007
Mauritius,1845,21.703000000000007
Mauritius,1846,21.703000000000007
Mauritius,1847,21.703000000000007
Mauritius,1848,21.703000000000007
Mauritius,1849,21.703000000000007
Mauritius,1850,21.703000000000007
Mauritius,1851,21.703000000000007
Mauritius,1852,21.703000000000007
Mauritius,1853,22.94225
Mauritius,1854,22.9735
Mauritius,1855,22.624416666666665
Mauritius,1856,22.629
Mauritius,1857,22.505750000000003
Mauritius,1858,22.969916666666666
Mauritius,1859,23.10775
Mauritius,1860,23.313166666666664
Mauritius,1861,23.269416666666668
Mauritius,1862,25.343000000000004
Mauritius,1863,25.343000000000004
Mauritius,1864,25.343000000000004
Mauritius,1865,25.343000000000004
Mauritius,1866,25.343000000000004
Mauritius,1867,25.343000000000004
Mauritius,1868,25.343000000000004
Mauritius,1869,25.343000000000004
Mauritius,1870,25.343000000000004
Mauritius,1871,25.343000000000004
Mauritius,1872,25.343000000000004
Mauritius,1873,25.343000000000004
Mauritius,1874,25.343000000000004
Mauritius,1875,25.343000000000004
Mauritius,1876,25.343000000000004
Mauritius,1877,25.343000000000004
Mauritius,1878,25.343000000000004
Mauritius,1879,25.343000000000004
Mauritius,1880,25.343000000000004
Mauritius,1881,25.343000000000004
Mauritius,1882,25.343000000000004
Mauritius,1883,25.343000000000004
Mauritius,1884,25.343000000000004
Mauritius,1885,25.343000000000004
Mauritius,1886,25.343000000000004
Mauritius,1887,25.343000000000004
Mauritius,1888,25.343000000000004
Mauritius,1889,23.19741666666667
Mauritius,1890,22.5545
Mauritius,1891,22.77866666666667
Mauritius,1892,22.82675
Mauritius,1893,22.788666666666668
Mauritius,1894,23.11566666666667
Mauritius,1895,23.085416666666664
Mauritius,1896,23.145916666666665
Mauritius,1897,23.359416666666664
Mauritius,1898,23.235000000000003
Mauritius,1899,23.132583333333333
Mauritius,1900,23.464166666666667
Mauritius,1901,23.520166666666668
Mauritius,1902,23.310833333333335
Mauritius,1903,23.05366666666667
Mauritius,1904,22.866500000000002
Mauritius,1905,23.29008333333333
Mauritius,1906,23.307083333333335
Mauritius,1907,22.968333333333334
Mauritius,1908,23.138583333333333
Mauritius,1909,22.991583333333335
Mauritius,1910,23.128249999999998
Mauritius,1911,23.095250000000004
Mauritius,1912,23.360166666666668
Mauritius,1913,23.088250000000002
Mauritius,1914,23.5805
Mauritius,1915,23.59658333333333
Mauritius,1916,23.346333333333334
Mauritius,1917,22.89616666666667
Mauritius,1918,22.88083333333333
Mauritius,1919,23.618166666666667
Mauritius,1920,23.012083333333333
Mauritius,1921,23.080083333333334
Mauritius,1922,23.059416666666667
Mauritius,1923,23.36
Mauritius,1924,23.169166666666666
Mauritius,1925,23.414083333333334
Mauritius,1926,23.691000000000003
Mauritius,1927,23.171833333333336
Mauritius,1928,23.367500000000003
Mauritius,1929,23.22675
Mauritius,1930,23.287166666666668
Mauritius,1931,23.668583333333334
Mauritius,1932,23.30541666666667
Mauritius,1933,23.411083333333334
Mauritius,1934,23.192916666666665
Mauritius,1935,23.497
Mauritius,1936,23.560333333333332
Mauritius,1937,23.591250000000002
Mauritius,1938,23.448833333333337
Mauritius,1939,23.645416666666666
Mauritius,1940,23.730500000000003
Mauritius,1941,23.820083333333333
Mauritius,1942,23.507583333333333
Mauritius,1943,23.049750000000003
Mauritius,1944,23.68541666666667
Mauritius,1945,23.60983333333333
Mauritius,1946,23.71366666666667
Mauritius,1947,23.52625
Mauritius,1948,23.69125
Mauritius,1949,23.56458333333333
Mauritius,1950,23.366416666666666
Mauritius,1951,23.54291666666667
Mauritius,1952,23.549916666666665
Mauritius,1953,23.741
Mauritius,1954,23.7925
Mauritius,1955,23.50525
Mauritius,1956,23.371750000000002
Mauritius,1957,23.59058333333333
Mauritius,1958,23.630750000000003
Mauritius,1959,23.41175
Mauritius,1960,23.452833333333334
Mauritius,1961,24.150666666666666
Mauritius,1962,23.300416666666667
Mauritius,1963,23.146
Mauritius,1964,23.125
Mauritius,1965,23.265083333333337
Mauritius,1966,23.63025
Mauritius,1967,23.7195
Mauritius,1968,23.197666666666667
Mauritius,1969,24.105166666666666
Mauritius,1970,23.751166666666666
Mauritius,1971,23.30125
Mauritius,1972,23.821749999999998
Mauritius,1973,23.72775
Mauritius,1974,23.091416666666664
Mauritius,1975,23.57025
Mauritius,1976,23.841333333333335
Mauritius,1977,24.150750000000002
Mauritius,1978,23.989083333333337
Mauritius,1979,23.936583333333335
Mauritius,1980,23.86491666666667
Mauritius,1981,23.817083333333333
Mauritius,1982,23.751333333333335
Mauritius,1983,23.709500000000002
Mauritius,1984,23.578083333333336
Mauritius,1985,23.649416666666667
Mauritius,1986,23.688
Mauritius,1987,24.315083333333334
Mauritius,1988,24.135583333333333
Mauritius,1989,23.76008333333333
Mauritius,1990,23.840666666666667
Mauritius,1991,24.138
Mauritius,1992,23.809083333333334
Mauritius,1993,23.911083333333334
Mauritius,1994,24.165833333333335
Mauritius,1995,24.023416666666666
Mauritius,1996,23.891166666666667
Mauritius,1997,24.097416666666664
Mauritius,1998,24.405916666666666
Mauritius,1999,24.1075
Mauritius,2000,24.002583333333334
Mauritius,2001,24.4905
Mauritius,2002,24.395750000000003
Mauritius,2003,24.517083333333332
Mauritius,2004,24.254583333333333
Mauritius,2005,24.155916666666666
Mauritius,2006,24.31975
Mauritius,2007,24.284333333333336
Mauritius,2008,24.189000000000004
Mauritius,2009,24.584833333333336
Mauritius,2010,24.669083333333333
Mauritius,2011,24.522333333333336
Mauritius,2012,24.374
Mauritius,2013,24.002555555555556
Russia,1812,-7.046833333333335
Russia,1813,-6.954083333333334
Russia,1814,-5.513166666666667
Russia,1815,-21.345333333333333
Russia,1816,-7.663250000000001
Russia,1817,-6.959916666666667
Russia,1818,-5.90925
Russia,1819,-6.7655
Russia,1820,-6.4285
Russia,1821,-5.717666666666667
Russia,1822,-5.482333333333334
Russia,1823,-6.203500000000001
Russia,1824,-5.300083333333333
Russia,1825,-5.4315
Russia,1826,-5.317166666666667
Russia,1827,-5.038250000000001
Russia,1828,-6.109750000000001
Russia,1829,-6.1812499999999995
Russia,1830,-5.660416666666667
Russia,1831,-6.67325
Russia,1832,-6.681166666666667
Russia,1833,-6.1645
Russia,1834,-5.778166666666667
Russia,1835,-6.7855
Russia,1836,-6.088916666666667
Russia,1837,-6.761666666666667
Russia,1838,-6.4182500000000005
Russia,1839,-6.437583333333333
Russia,1840,-6.437416666666667
Russia,1841,-6.433916666666666
Russia,1842,-5.994416666666667
Russia,1843,-5.097583333333334
Russia,1844,-6.22
Russia,1845,-6.27475
Russia,1846,-5.4339166666666685
Russia,1847,-5.930333333333334
Russia,1848,-5.708333333333333
Russia,1849,-5.5605
Russia,1850,-6.4265
Russia,1851,-5.669583333333333
Russia,1852,-6.039666666666666
Russia,1853,-6.276000000000001
Russia,1854,-5.49025
Russia,1855,-5.556916666666666
Russia,1856,-6.08875
Russia,1857,-6.487166666666667
Russia,1858,-5.592833333333334
Russia,1859,-5.228500000000001
Russia,1860,-6.619
Russia,1861,-6.295333333333333
Russia,1862,-6.931416666666667
Russia,1863,-5.299166666666667
Russia,1864,-6.007583333333334
Russia,1865,-5.917083333333333
Russia,1866,-5.31975
Russia,1867,-5.542999999999999
Russia,1868,-5.757916666666667
Russia,1869,-5.331916666666667
Russia,1870,-6.422833333333333
Russia,1871,-6.263333333333333
Russia,1872,-6.4214166666666666
Russia,1873,-5.687916666666666
Russia,1874,-4.888916666666667
Russia,1875,-6.085416666666667
Russia,1876,-6.0015833333333335
Russia,1877,-5.602999999999999
Russia,1878,-5.238083333333333
Russia,1879,-5.84475
Russia,1880,-5.737166666666667
Russia,1881,-6.0352500000000004
Russia,1882,-5.762250000000001
Russia,1883,-5.847083333333334
Russia,1884,-6.1816666666666675
Russia,1885,-6.683916666666668
Russia,1886,-6.129250000000002
Russia,1887,-5.886916666666667
Russia,1888,-6.412666666666667
Russia,1889,-6.1031666666666675
Russia,1890,-6.25675
Russia,1891,-6.183666666666667
Russia,1892,-6.362416666666667
Russia,1893,-5.554833333333334
Russia,1894,-5.366166666666667
Russia,1895,-6.280666666666666
Russia,1896,-5.686833333333333
Russia,1897,-5.554916666666666
Russia,1898,-5.950666666666667
Russia,1899,-5.37575
Russia,1900,-5.8743333333333325
Russia,1901,-5.460083333333333
Russia,1902,-7.002750000000002
Russia,1903,-5.352583333333333
Russia,1904,-5.418499999999999
Russia,1905,-5.687083333333334
Russia,1906,-5.10175
Russia,1907,-6.041416666666667
Russia,1908,-6.122583333333334
Russia,1909,-5.865083333333334
Russia,1910,-5.776583333333334
Russia,1911,-5.830333333333333
Russia,1912,-6.864416666666667
Russia,1913,-5.726416666666668
Russia,1914,-5.374166666666667
Russia,1915,-6.363
Russia,1916,-6.19
Russia,1917,-5.528416666666668
Russia,1918,-5.747916666666666
Russia,1919,-6.186
Russia,1920,-5.155
Russia,1921,-4.90425
Russia,1922,-5.697833333333333
Russia,1923,-5.521166666666667
Russia,1924,-5.2754166666666675
Russia,1925,-5.128916666666666
Russia,1926,-5.3745
Russia,1927,-5.6569166666666675
Russia,1928,-5.7722500000000005
Russia,1929,-6.400083333333334
Russia,1930,-5.53075
Russia,1931,-5.76275
Russia,1932,-4.758249999999999
Russia,1933,-6.2521666666666675
Russia,1934,-4.643000000000001
Russia,1935,-5.214333333333333
Russia,1936,-5.030083333333334
Russia,1937,-5.1489166666666675
Russia,1938,-4.552666666666666
Russia,1939,-4.716833333333333
Russia,1940,-5.628416666666666
Russia,1941,-6.476666666666667
Russia,1942,-5.604666666666667
Russia,1943,-4.1145000000000005
Russia,1944,-4.434
Russia,1945,-5.394416666666667
